4.3945 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
15.5677 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000220596BA370>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002209E075B20>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
15.5679 	EXP 	window1: mouseVisible = True
15.5680 	EXP 	window1: mouseVisible = True
15.5680 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
15.5681 	EXP 	window1: recordFrameIntervals = False
15.7837 	EXP 	window1: recordFrameIntervals = True
15.8502 	WARNING 	t of last frame was 20.83ms (=1/48)
15.8960 	WARNING 	t of last frame was 27.46ms (=1/36)
15.9174 	WARNING 	t of last frame was 21.40ms (=1/46)
15.9540 	WARNING 	t of last frame was 20.13ms (=1/49)
15.9783 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
17.8306 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

18.0201 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
23.5728 	EXP 	Created textWelcome = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='textWelcome', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.6746 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='Instructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.6757 	EXP 	Created anecdote_train = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='anecdote_train', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.7175 	EXP 	Created validation_train = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='validation_train', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Valider', units='height', win=Window(...), wrapWidth=1)
23.7177 	EXP 	window1: mouseVisible = True
23.7243 	EXP 	Created feedbacktext = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='feedbacktext', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.7253 	EXP 	Created feedback_fichier_train = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='feedback_fichier_train', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.7267 	EXP 	Created blank = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.7533 	EXP 	Created Instruc_reco_train = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='Instruc_reco_train', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
23.7543 	EXP 	Created anecdotes_train_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='anecdotes_train_2', opacity=1.0, ori=0.0, pos=array([0.  , 0.25]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.7707 	EXP 	Created validation_train_reco = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.02, italic=False, languageStyle='LTR', name='validation_train_reco', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='Valider', units='height', win=Window(...), wrapWidth=1)
23.7708 	EXP 	window1: mouseVisible = True
23.7730 	EXP 	Created blank = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='blank', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.7746 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
23.7841 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text="Veuillez appeler l'expérimentateur. ", units='height', win=Window(...), wrapWidth=1)
23.8095 	EXP 	train_text: autoLog = True
23.8095 	EXP 	reco_text_train: autoLog = True
23.8095 	EXP 	textWelcome: autoDraw = True
25.8162 	EXP 	Instructions: autoDraw = True
25.8362 	EXP 	textWelcome: autoDraw = False
34.6022 	EXP 	Imported StimTrain.xlsx as conditions, 6 conditions, 2 params
34.6063 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
34.6067 	EXP 	New trial (rep=0, index=0): {'anecdotes_train': 'Une voiture à 4 roues', 'fichier_train': 'POINTS'}
34.6147 	DATA 	Keypress: space
34.6757 	EXP 	textWelcome: autoDraw = False
34.6757 	EXP 	Instructions: autoDraw = False
34.6757 	EXP 	anecdote_train: height = 0.05000000000000001
34.6757 	EXP 	anecdote_train: height = 0.05000000000000001
34.6757 	EXP 	anecdote_train: height = 0.05000000000000001
34.6757 	EXP 	anecdote_train: text = 'Une voiture à 4 roues'
34.6757 	EXP 	anecdote_train: autoDraw = True
34.6757 	EXP 	train_text: autoDraw = True
34.6757 	EXP 	validation_train: autoDraw = True
38.9138 	DATA 	Keypress: lshift
39.0746 	DATA 	Keypress: u
39.3094 	DATA 	Keypress: n
39.3540 	DATA 	Keypress: e
39.4531 	DATA 	Keypress: space
39.6531 	DATA 	Keypress: v
39.7719 	DATA 	Keypress: o
39.8401 	DATA 	Keypress: i
39.9536 	DATA 	Keypress: e
40.4903 	DATA 	Keypress: backspace
40.9186 	DATA 	Keypress: t
41.1045 	DATA 	Keypress: u
41.1350 	DATA 	Keypress: r
41.2183 	DATA 	Keypress: e
41.6529 	DATA 	Keypress: space
42.0169 	DATA 	Keypress: 0
42.1343 	DATA 	Keypress: space
42.1993 	DATA 	Keypress: lshift
42.4291 	DATA 	Keypress: 4
42.5232 	DATA 	Keypress: space
42.6680 	DATA 	Keypress: a
42.7834 	DATA 	Keypress: n
42.9002 	DATA 	Keypress: e
42.9847 	DATA 	Keypress: c
43.2013 	DATA 	Keypress: d
43.3335 	DATA 	Keypress: o
43.4165 	DATA 	Keypress: t
43.5015 	DATA 	Keypress: e
44.3200 	DATA 	Keypress: s
46.9156 	DATA 	Mouse: Left button down, pos=(676,81)
46.9473 	EXP 	anecdote_train: autoDraw = False
46.9473 	EXP 	train_text: autoDraw = False
46.9473 	EXP 	validation_train: autoDraw = False
46.9473 	EXP 	feedback_fichier_train: height = 0.05000000000000001
46.9473 	EXP 	feedback_fichier_train: height = 0.05000000000000001
46.9473 	EXP 	feedback_fichier_train: height = 0.05000000000000001
46.9473 	EXP 	feedback_fichier_train: text = 'POINTS'
46.9473 	EXP 	feedbacktext: autoDraw = True
46.9473 	EXP 	feedback_fichier_train: autoDraw = True
47.0195 	DATA 	Mouse:  Left button up, pos=(676,81)
51.9449 	EXP 	feedbacktext: autoDraw = False
51.9449 	EXP 	feedback_fichier_train: autoDraw = False
51.9449 	EXP 	blank: autoDraw = True
52.4245 	EXP 	New trial (rep=0, index=1): {'anecdotes_train': "Le kangourou est l'animal emblématique de l'Australie", 'fichier_train': 'NOMS'}
52.4559 	EXP 	blank: autoDraw = False
52.4559 	EXP 	anecdote_train: height = 0.05000000000000001
52.4559 	EXP 	anecdote_train: height = 0.05000000000000001
52.4559 	EXP 	anecdote_train: height = 0.05000000000000001
